City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,coari,-4.085,-63.1414,23.62,99,94,1.51,BR,1703128782
297,st. john's,47.5649,-52.7093,9.75,88,75,8.75,CA,1703128633
298,fernie,49.5,-115.0687,9.05,100,100,1.79,CA,1703128783
299,barcelos,41.5388,-8.6151,7.69,91,2,2.57,PT,1703128783
300,laurel,39.0993,-76.8483,3.7,69,0,1.54,US,1703128591
301,iskateley,67.6803,53.1512,-8.88,97,81,2.68,RU,1703128783
302,thulamahashi,-24.7246,31.1994,21.28,78,3,1.49,ZA,1703128783
303,tofol,5.3248,163.0078,27.99,77,10,8.15,FM,1703128783
304,mundemba,4.9479,8.8724,24.59,90,86,0.94,CM,1703128783
305,broome,42.2506,-75.833,0.3,91,100,2.06,US,1703128784
306,gumdag,39.2061,54.5906,3.13,56,0,8.14,TM,1703128784
307,newman,37.3138,-121.0208,14.19,65,100,1.34,US,1703128784
308,sosnovka,56.255,51.2842,0.66,98,100,4.38,RU,1703128784
309,buka,40.8108,69.1986,1.07,75,0,1.91,UZ,1703128784
310,nayoro,44.3506,142.4578,-4.51,86,83,5.53,JP,1703128784
311,taroa,8.7058,171.2275,27.44,81,100,10.03,MH,1703128784
312,fort bragg,35.139,-79.006,0.75,80,0,1.54,US,1703128784
313,rzhyshchiv,49.9689,31.0463,4.13,80,100,4.28,UA,1703128784
314,san antonio de pale,-1.4014,5.6325,26.55,80,97,1.77,GQ,1703128696
315,sallanches,45.9442,6.6316,3.75,92,93,1.71,FR,1703128785
316,qarazhal,48.0078,70.7903,-5.0,92,100,8.33,KZ,1703128785
317,haiku-pauwela,20.9219,-156.3051,22.25,85,75,7.2,US,1703128785
318,udachny,66.4167,112.4,-26.51,74,11,3.64,RU,1703128785
319,tazacorte,28.629,-17.9293,19.54,72,100,6.17,ES,1703128785
320,vladikavkaz,43.0367,44.6678,-0.9,93,0,4.0,RU,1703128785
321,kapuskasing,49.4169,-82.4331,-12.95,85,100,3.6,CA,1703128785
322,port sudan,19.6175,37.2164,25.05,74,39,0.23,SD,1703128786
323,saint-denis,48.9167,2.3333,9.77,95,100,6.17,FR,1703128786
324,bangjun,39.9911,117.2628,-14.0,62,22,4.72,CN,1703128786
325,ribeira brava,32.65,-17.0667,18.35,55,50,4.67,PT,1703128786
326,elk,53.8282,22.3647,1.95,83,94,6.57,PL,1703128786
327,guaruja,-23.9931,-46.2564,23.83,26,97,4.51,BR,1703128786
328,sinop,41.7711,34.8709,5.74,63,20,4.73,TR,1703128786
329,colonia aurora,-27.4743,-54.525,20.87,97,8,0.99,AR,1703128786
330,angra do heroismo,38.65,-27.2167,15.62,80,100,1.79,PT,1703128786
331,lewistown,40.5992,-77.5714,0.36,86,40,0.0,US,1703128787
332,tsiombe,-25.3,45.4833,23.68,88,2,1.89,MG,1703128787
333,villa emilio carranza,19.9667,-96.6,20.0,79,42,3.24,MX,1703128787
334,trondheim,63.4305,10.3951,0.05,75,100,2.69,NO,1703128513
335,trujillo,-8.116,-79.03,19.98,88,99,3.09,PE,1703128090
336,santa isabel,-23.3156,-46.2214,21.61,94,99,1.75,BR,1703128787
337,veraval,20.9,70.3667,22.53,35,100,4.01,IN,1703128787
338,belev,53.8119,36.1319,1.12,99,100,6.61,RU,1703128787
339,coahuayana de hidalgo,18.7,-103.6583,23.94,89,36,0.47,MX,1703128787
340,queenstown,-31.8976,26.8753,11.83,94,0,1.42,ZA,1703128788
341,kill devil hills,36.0307,-75.676,5.55,60,0,3.6,US,1703128788
342,urengoy,65.9667,78.3667,-11.41,92,100,9.2,RU,1703128788
343,crane,31.3974,-102.3501,13.35,83,100,7.95,US,1703128788
344,nsanje,-16.92,35.262,24.78,79,100,1.64,MW,1703128788
345,niquero,20.0431,-77.5828,23.03,76,0,10.1,CU,1703128788
346,el-tor,28.2364,33.6254,18.63,55,98,2.01,EG,1703128788
347,berezovyy,51.6667,135.7,-20.15,76,55,0.66,RU,1703128788
348,alta,69.9689,23.2717,-9.41,73,74,2.57,NO,1703128789
349,shetpe,44.1667,52.1167,2.52,69,0,9.1,KZ,1703128789
350,la passe,45.5549,-0.8967,10.55,84,60,6.8,FR,1703128789
351,vilyuchinsk,52.9306,158.4028,-11.85,65,0,2.83,RU,1703128789
352,mundri,-6.9558,111.71,31.17,47,16,1.75,ID,1703128789
353,christchurch,-43.5333,172.6333,21.41,60,75,5.14,NZ,1703128578
354,burumburum,11.3911,8.7234,18.14,36,35,1.61,NG,1703128789
355,bealanana,-14.55,48.7333,19.09,92,9,0.04,MG,1703128789
356,castillos,-34.1667,-53.8333,19.1,94,100,5.54,UY,1703128789
357,port douglas,-16.4833,145.4667,27.22,73,100,2.46,AU,1703128790
358,kruisfontein,-34.0033,24.7314,13.82,92,0,2.47,ZA,1703128790
359,mbandaka,0.0487,18.2603,22.29,95,92,0.21,CD,1703128790
360,cannonvale,-20.2833,148.7,28.66,64,10,3.78,AU,1703128790
361,pangoa,-12.1167,-73.0,21.52,99,100,0.84,PE,1703128790
362,port alfred,-33.5906,26.891,16.77,96,55,5.05,ZA,1703128790
363,racale,39.9631,18.0938,10.25,80,6,2.53,IT,1703128790
364,manadhoo,5.7667,73.3833,28.13,80,100,8.7,MV,1703128790
365,sola,-13.8833,167.55,32.37,66,40,2.06,VU,1703128791
366,turtas,58.9417,69.1325,-2.38,91,100,3.98,RU,1703128791
367,severodvinsk,64.5635,39.8302,-1.94,96,96,3.33,RU,1703128791
368,brak,27.5496,14.2714,7.93,84,12,4.13,LY,1703128791
369,east london,-33.0153,27.9116,19.52,94,75,5.14,ZA,1703128509
370,oranjemund,-28.55,16.4333,15.6,91,39,5.53,NA,1703128791
371,harper,4.375,-7.7169,24.46,73,8,1.08,LR,1703128791
372,vilyuysk,63.7553,121.6247,-22.22,91,100,3.13,RU,1703128791
373,rochester,43.1548,-77.6156,1.8,84,100,0.0,US,1703128653
374,broken hill,-31.95,141.4333,26.8,19,0,7.25,AU,1703128792
375,whangarei,-35.7317,174.3239,24.21,54,99,3.28,NZ,1703128792
376,ulu tiram,1.6,103.8167,31.53,74,96,4.59,MY,1703128792
377,west island,-12.1568,96.8225,27.99,69,40,5.66,CC,1703128792
378,mtimbira,-8.7833,36.35,24.26,89,100,0.44,TZ,1703128792
379,isfahan,32.6572,51.6776,-7.2,50,4,0.11,IR,1703128792
380,bathsheba,13.2167,-59.5167,26.34,83,40,4.12,BB,1703128792
381,ulsteinvik,62.3432,5.8487,3.28,84,100,4.02,NO,1703128792
382,porto novo,6.4965,2.6036,24.9,76,40,1.56,BJ,1703128793
383,khanty-mansiysk,61.0042,69.0019,-2.94,93,75,5.0,RU,1703128793
384,nur-sultan,51.1801,71.446,-2.03,86,100,14.0,KZ,1703128607
385,tangalle,6.024,80.7911,27.01,79,97,5.48,LK,1703128793
386,wuchuan,21.4571,110.7659,14.0,49,43,2.7,CN,1703128793
387,kaspiysk,42.8816,47.6392,4.1,100,100,3.13,RU,1703128793
388,keren,15.7778,38.4581,18.15,68,0,2.03,ER,1703128793
389,shenjiamen,29.9576,122.298,1.24,52,1,11.93,CN,1703128793
390,tayoltita,24.0833,-105.9333,16.16,67,99,2.26,MX,1703128794
391,cheremukhovo,60.3484,59.9851,-6.77,84,80,4.23,RU,1703128794
392,ingeniero guillermo n. juarez,-23.9,-61.85,22.88,84,100,2.59,AR,1703128794
393,afaahiti,-17.75,-149.2833,25.93,84,100,5.68,PF,1703128794
394,corum,40.5,34.75,1.33,74,20,0.64,TR,1703128794
395,palikir - national government center,6.9248,158.1611,30.41,70,20,3.09,FM,1703128794
396,atuncolla,-15.6833,-70.15,9.67,72,100,1.68,PE,1703128794
397,puerto baquerizo moreno,-0.9,-89.6,24.2,87,57,5.35,EC,1703128794
398,sampit,-2.5333,112.95,32.64,57,53,0.47,ID,1703128794
399,kristiansund,63.1115,7.732,1.36,64,75,2.57,NO,1703128795
400,itaituba,-4.2761,-55.9836,23.49,99,100,0.65,BR,1703128795
401,ndola,-12.9587,28.6366,19.75,92,100,0.45,ZM,1703128795
402,boca suno,-0.7167,-77.1333,22.44,98,94,1.08,EC,1703128795
403,rabo de peixe,37.8,-25.5833,14.73,63,75,4.12,PT,1703128795
404,taksimo,56.3444,114.8794,-21.46,86,85,0.23,RU,1703128795
405,tsetserleg,47.475,101.4542,-21.72,70,66,1.33,MN,1703128795
406,martinsville,36.6915,-79.8725,2.97,65,0,0.0,US,1703128694
407,varallo,45.8139,8.259,5.12,60,5,2.36,IT,1703128796
408,hotan,37.0997,79.9269,-1.5,36,100,0.94,CN,1703128796
409,huanren,41.2647,125.3667,-18.68,76,35,1.3,CN,1703128796
410,valle de la pascua,9.2155,-66.0073,24.37,80,11,3.86,VE,1703128796
411,piti village,13.4626,144.6933,31.49,70,20,8.75,GU,1703128796
412,egilsstadir,65.2653,-14.3948,-6.05,86,40,2.06,IS,1703128796
413,nantucket,41.2835,-70.0995,5.03,65,0,8.75,US,1703128548
414,karakocan,38.9558,40.0386,2.03,66,5,1.65,TR,1703128684
415,saldanha,-33.0117,17.9442,13.03,86,0,6.46,ZA,1703128796
416,rabaul,-4.1967,152.1721,28.54,74,78,4.09,PG,1703128797
417,ceeldheer,3.8488,47.1806,25.43,84,61,6.71,SO,1703128523
418,atar,20.5169,-13.0499,12.38,35,72,4.17,MR,1703128587
419,stephenville,32.2207,-98.2023,14.93,85,40,1.54,US,1703128797
420,uruacu,-14.5247,-49.1408,22.66,86,99,1.83,BR,1703128715
421,ghat,24.9647,10.1728,7.14,75,2,2.82,LY,1703128797
422,weno,7.4515,151.8468,30.97,66,20,3.6,FM,1703128797
423,akureyri,65.6835,-18.0878,-6.04,86,20,3.09,IS,1703128797
424,murzuq,25.9155,13.9184,7.62,80,13,4.56,LY,1703128797
425,makurazaki,31.2667,130.3167,7.82,74,100,9.4,JP,1703128798
426,liski,50.9841,39.5155,3.46,99,100,7.13,RU,1703128798
427,zouerate,22.7187,-12.4521,11.7,31,88,3.37,MR,1703128798
428,huinca renanco,-34.8404,-64.3758,11.83,94,0,1.41,AR,1703128798
429,jiangyou,31.7667,104.7167,7.41,57,76,1.02,CN,1703128798
430,yuzhno-kurilsk,44.0306,145.8556,-2.57,76,43,5.21,RU,1703128798
431,gisborne,-38.6533,178.0042,23.57,60,44,1.69,NZ,1703128798
432,palmer,42.1584,-72.3287,1.78,70,75,2.06,US,1703128799
433,kerikeri,-35.2268,173.9474,22.42,64,100,3.39,NZ,1703128799
434,acarau,-2.8856,-40.12,26.64,83,99,5.7,BR,1703128722
435,nova vicosa,-17.8919,-39.3719,24.43,78,100,3.43,BR,1703128780
436,belyy yar,53.6039,91.3903,-20.06,84,100,1.0,RU,1703128799
437,luanda,-8.8368,13.2343,26.23,87,100,2.68,AO,1703128799
438,middlebury (village),44.0153,-73.1673,0.71,84,100,3.09,US,1703128532
439,portel,-1.9356,-50.8211,24.9,87,100,1.07,BR,1703128799
440,baykal'sk,51.5058,104.1469,-10.19,55,5,0.1,RU,1703128799
441,fort st. john,56.2499,-120.8529,1.94,60,75,8.23,CA,1703128799
442,zuwarah,32.9312,12.082,13.36,73,0,7.94,LY,1703128800
443,tokat,40.4167,36.5833,-0.52,70,0,3.18,TR,1703128800
444,rapar,23.5667,70.6333,19.57,35,100,2.92,IN,1703128800
445,katsuren-haebaru,26.3369,127.8719,16.21,55,100,7.72,JP,1703128800
446,dholka,22.7167,72.4667,18.21,30,100,4.24,IN,1703128800
447,kabalo,-6.05,26.9167,20.59,98,78,0.87,CD,1703128800
448,waingapu,-9.6567,120.2641,31.23,62,91,3.41,ID,1703128801
449,hilo,19.7297,-155.09,23.49,96,100,2.57,US,1703128801
450,darhan,49.4867,105.9228,-27.34,89,5,2.35,MN,1703128801
451,troitsko-pechorsk,62.7084,56.1964,-1.84,91,100,5.81,RU,1703128801
452,muli,2.9167,73.5667,28.07,80,100,4.52,MV,1703128801
453,upper hutt,-41.1383,175.0502,19.68,82,67,2.73,NZ,1703128801
454,colonia rincon viejo,16.9,-95.05,17.31,89,12,4.75,MX,1703128802
455,kattivakkam,13.2167,80.3167,26.05,71,96,5.57,IN,1703128802
456,codajas,-3.8367,-62.0569,23.63,98,98,0.65,BR,1703128802
457,brookings,44.3114,-96.7984,0.62,84,0,5.14,US,1703128687
458,tolanaro,-25.0319,46.9987,23.61,89,5,0.37,MG,1703128802
459,kerman,30.2832,57.0788,-5.08,58,0,2.06,IR,1703128586
460,kuta,-8.7233,115.1723,30.0,66,20,3.6,ID,1703128802
461,mogocha,53.7333,119.7667,-17.55,75,100,1.25,RU,1703128803
462,santa maria del oro,25.9333,-105.3667,16.25,43,100,1.8,MX,1703128803
463,carmen,18.6333,-91.8333,23.02,56,0,0.0,MX,1703128803
464,estevan,49.1334,-102.9842,-2.81,93,0,3.6,CA,1703128803
465,tuma,55.148,40.5537,0.86,98,100,5.59,RU,1703128803
466,betio village,1.358,172.9211,28.02,81,90,6.05,KI,1703128803
467,liwale,-9.7667,37.9333,22.66,97,100,2.16,TZ,1703128803
468,recco,44.3623,9.1435,11.35,70,40,2.57,IT,1703128803
469,vytegra,61.0064,36.4481,-0.36,81,100,9.39,RU,1703128804
470,salalah,17.0151,54.0924,24.05,57,0,3.6,OM,1703128804
471,port shepstone,-30.7414,30.455,23.58,83,98,2.78,ZA,1703128804
472,nago,26.5881,127.9761,16.24,71,100,9.27,JP,1703128804
473,sinabang,2.4803,96.3801,27.59,78,92,0.86,ID,1703128804
474,ofunato,39.0717,141.7167,0.55,90,100,2.27,JP,1703128804
475,carambei,-24.9178,-50.0972,15.47,93,96,4.24,BR,1703128804
476,banda aceh,5.5577,95.3222,28.96,71,53,4.55,ID,1703128804
477,al khums,32.6486,14.2619,16.74,62,85,12.99,LY,1703128805
478,atlantic city,39.3643,-74.4229,3.9,57,0,3.6,US,1703128594
479,kupang,-10.1667,123.5833,34.32,70,75,4.63,ID,1703128805
480,skelleftea,64.7507,20.9528,-15.0,100,100,1.03,SE,1703128805
481,ulanhot,46.0833,122.0833,-18.69,56,55,3.75,CN,1703128805
482,sao jose da coroa grande,-8.8978,-35.1478,25.58,88,88,3.06,BR,1703128805
483,mirador,-6.3708,-44.3631,23.13,98,100,0.82,BR,1703128805
484,aurangabad,19.8833,75.3333,16.05,82,40,0.0,IN,1703128805
485,egersund,58.4513,5.9997,2.83,99,100,6.41,NO,1703128806
486,rocha,-34.4833,-54.3333,18.43,96,100,4.87,UY,1703128766
487,geraldton,-28.7667,114.6,29.23,58,99,9.26,AU,1703128683
488,karratha,-20.7377,116.8463,35.36,31,6,7.87,AU,1703128806
489,vernon,50.2581,-119.2691,6.2,93,69,1.54,CA,1703128516
490,labrador city,52.9463,-66.9114,-13.05,78,75,1.54,CA,1703128806
491,tete,-16.1564,33.5867,25.82,73,94,2.88,MZ,1703128806
492,bardai,11.65,7.2333,18.16,33,4,3.38,NG,1703128806
493,kralendijk,12.15,-68.2667,26.99,83,75,4.12,BQ,1703128686
494,kloulklubed,7.0419,134.2556,30.28,75,81,7.2,PW,1703128806
495,balangir,20.7167,83.4833,16.79,48,47,0.43,IN,1703128807
496,huarmey,-10.0681,-78.1522,20.81,86,99,4.16,PE,1703128807
497,guerrero negro,27.9769,-114.0611,19.29,78,87,3.31,MX,1703128807
498,zuni pueblo,35.0725,-108.8506,2.35,86,87,1.0,US,1703128807
499,monopoli,40.9559,17.2896,10.12,71,35,3.5,IT,1703128776
500,inari,68.906,27.0288,-18.89,97,70,2.11,FI,1703128807
501,alpine,32.835,-116.7664,15.08,87,75,3.09,US,1703128807
502,dabakala,8.3667,-4.4333,20.76,21,0,2.22,CI,1703128807
503,petropavlovka,50.6114,105.3196,-26.86,89,6,1.42,RU,1703128807
504,fortaleza,-3.7227,-38.5247,28.45,89,75,5.14,BR,1703128808
505,kapit,2.0167,112.9333,31.73,59,21,0.93,MY,1703128808
506,chinde,26.8418,88.0763,14.61,49,44,1.1,NP,1703128808
507,dampit,-8.2116,112.7493,29.65,46,35,2.22,ID,1703128808
508,tabou,4.423,-7.3528,23.98,70,6,1.65,CI,1703128808
509,robertsport,6.7533,-11.3686,24.53,66,20,3.02,LR,1703128808
510,yelizavetinskaya,45.0445,38.7958,5.05,74,0,3.57,RU,1703128808
511,ketchikan,55.3422,-131.6461,6.99,87,75,5.14,US,1703128808
512,port isabel,26.0734,-97.2086,20.57,82,100,2.57,US,1703128809
513,kuqa,41.7278,82.9364,-5.64,60,1,0.97,CN,1703128809
514,malango,-2.9627,119.9001,25.19,87,100,0.95,ID,1703128809
515,nalut,30.3333,10.85,6.88,79,2,4.13,LY,1703128809
516,fortuna,40.5982,-124.1573,11.19,96,40,0.0,US,1703128809
517,darwin,-12.4611,130.8418,34.47,67,100,3.6,AU,1703128809
518,sumbawa besar,-8.5,117.4333,33.19,44,50,2.16,ID,1703128809
519,motygino,58.1831,94.7592,-17.34,98,100,0.89,RU,1703128809
520,puerto aysen,-45.4,-72.7,14.02,84,99,1.96,CL,1703128810
521,butte,39.6499,-121.5677,14.44,84,100,2.57,US,1703128810
522,dhuusamarreeb,5.535,46.3861,24.18,67,90,5.78,SO,1703128810
523,pyay,18.8167,95.2167,24.32,62,14,3.82,MM,1703128810
524,la ronge,55.1001,-105.2842,-7.86,79,100,2.57,CA,1703128810
525,walvis bay,-22.9575,14.5053,15.31,91,0,3.28,NA,1703128810
526,peace river,56.2501,-117.286,5.17,65,75,7.2,CA,1703128806
527,juneau,58.3019,-134.4197,3.0,95,100,4.12,US,1703128811
528,kiunga,-6.1219,141.2906,32.25,60,92,1.7,PG,1703128811
529,aoulef,26.9667,1.0833,10.92,43,0,4.26,DZ,1703128811
530,bel ombre,-4.6167,55.4167,26.91,83,40,1.03,SC,1703128811
531,poxoreo,-15.8372,-54.3892,24.0,84,99,1.07,BR,1703128768
532,saudarkrokur,65.7461,-19.6394,-4.33,91,100,6.41,IS,1703128811
533,tonning,54.3167,8.95,7.77,93,100,8.58,DE,1703128811
534,byron bay,-28.65,153.6167,23.73,78,100,2.26,AU,1703128811
535,dingwall,57.5953,-4.4272,11.05,86,100,13.04,GB,1703128811
536,igrim,63.1906,64.4162,-7.4,93,48,3.74,RU,1703128812
537,aripuana,-9.1667,-60.6333,23.3,98,100,0.66,BR,1703128812
538,laguna,38.421,-121.4238,12.88,94,40,3.6,US,1703128812
539,gereida,11.2811,25.1414,21.0,27,68,4.01,SD,1703128812
540,paramaribo,5.8667,-55.1667,27.17,86,47,0.89,SR,1703128765
541,sanctuary point,-35.1114,150.629,22.4,69,79,7.67,AU,1703128812
542,kargasok,59.0556,80.8572,-9.46,90,100,6.71,RU,1703128812
543,letlhakane,-21.4167,25.5833,22.31,56,18,2.92,BW,1703128812
544,chambas,22.1928,-78.9136,21.24,67,73,6.23,CU,1703128812
545,fisterra,42.9049,-9.2629,11.12,77,12,6.25,ES,1703128813
546,uchiza,-8.4592,-76.4633,21.24,96,100,1.15,PE,1703128813
547,waterloo,43.4668,-80.5164,1.47,96,100,0.89,CA,1703128354
548,kharp,66.8014,65.8081,-10.79,98,100,1.89,RU,1703128813
549,laizhou,37.1717,119.9214,-6.64,69,100,8.46,CN,1703128813
550,toliara,-23.35,43.6667,24.92,73,0,3.13,MG,1703128813
551,nahiyat ash shinafiyah,31.5874,44.6602,11.07,55,1,1.49,IQ,1703128813
552,iwanai,42.9744,140.5089,-3.76,77,100,6.52,JP,1703128813
553,antonio enes,-16.2325,39.9086,25.12,82,98,1.8,MZ,1703128814
554,blagoveshchenka,52.8333,79.8667,-7.89,87,100,7.95,RU,1703128814
555,brady,31.1352,-99.3351,14.25,77,100,2.57,US,1703128814
556,sotuta,20.6,-89.0167,18.78,69,65,2.1,MX,1703128814
557,tournon-sur-rhone,45.0667,4.8333,8.48,86,100,2.15,FR,1703128814
558,kedrovyy,56.1667,91.8167,-10.63,92,96,2.49,RU,1703128814
559,sao francisco,-15.9486,-44.8644,21.39,94,93,3.46,BR,1703128690
560,suntar,62.1444,117.6319,-22.39,84,100,3.49,RU,1703128815
561,belmonte,-15.8631,-38.8828,23.91,89,100,4.87,BR,1703128815
562,kinel',53.2333,50.65,2.58,99,100,6.75,RU,1703128815
563,ramhormoz,31.28,49.6035,14.71,48,0,1.56,IR,1703128815
564,arish,31.1316,33.7984,17.9,44,100,3.65,EG,1703128815
565,vila franca do campo,37.7167,-25.4333,15.23,72,50,5.95,PT,1703128815
566,chumphon,10.3333,98.8333,27.94,62,17,3.47,TH,1703128815
567,nagqu,31.5,92.0,-16.43,62,3,1.06,CN,1703128816
568,volchikha,52.0333,80.3833,-9.45,97,100,4.02,RU,1703128816
569,otofuke,42.9917,143.2003,-4.47,62,16,2.85,JP,1703128816
570,booue,-0.0921,11.9385,23.09,97,85,0.81,GA,1703128816
571,kalispell,48.1958,-114.3129,3.21,97,100,0.0,US,1703128529
572,new norfolk,-42.7826,147.0587,18.17,56,100,1.69,AU,1703128816
573,ottobeuren,47.9333,10.3,3.19,93,100,9.26,DE,1703128816
574,miri,4.4148,114.0089,31.08,70,40,3.6,MY,1703128607
575,ponta delgada,37.7333,-25.6667,15.4,63,75,4.12,PT,1703128816
576,camocim,-2.9022,-40.8411,26.68,82,95,5.16,BR,1703128817
577,valparaiso,-33.0393,-71.6273,13.8,88,0,1.54,CL,1703128817
578,sittwe,20.15,92.9,22.3,72,8,1.53,MM,1703128817
579,bodaybo,57.8506,114.1933,-30.33,97,61,0.41,RU,1703128817
580,la rinconada,37.4873,-5.9826,7.31,85,0,3.31,ES,1703128817
581,kismayo,-0.3582,42.5454,27.21,85,16,5.6,SO,1703128817
582,nchelenge,-9.3451,28.734,21.9,87,100,2.18,ZM,1703128817
583,aykhal,66.0,111.5,-21.55,61,6,7.89,RU,1703128818
584,villagarzon,1.0375,-76.6267,25.03,99,95,1.96,CO,1703128818
585,mhamid,29.82,-5.72,8.67,37,0,1.58,MA,1703128818
586,kisesa,-3.0833,34.15,18.79,79,38,3.0,TZ,1703128818
587,iecava,56.5986,24.2022,0.9,91,100,5.56,LV,1703128818
588,raja,8.4596,25.678,23.3,29,36,1.24,SS,1703128818
589,pointe-noire,-4.7761,11.8635,26.09,87,96,2.21,CG,1703128818
590,cabedelo,-6.9811,-34.8339,26.37,87,98,3.71,BR,1703128777
591,saint-francois,46.4154,3.9054,6.69,89,100,2.57,FR,1703128819
592,codrington,-38.2667,141.9667,18.12,65,98,7.79,AU,1703128819
593,dalandzadgad,43.5708,104.425,-17.47,49,1,2.38,MN,1703128819
